HGNC_symbol,1921.stim,2921..stim,966.stim,921.unstim,921..unstim,6966.unstim
MARK4,10.88671757,10.70539212,10.82801303,12.08189691,11.66430426,12.11026677
MARS1,13.79158354,13.84312804,14.47430482,12.73175139,12.67346245,12.26148828
MARS2,11.52396917,10.4377858,10.99832032,9.549738734,9.466543894,9.670942158
MARVELD1,7.500925756,8.006608349,8.302860149,8.034185942,8.868307549,9.310394023
MARVELD2,6.363389184,6.373645091,6.747660324,6.367314084,5.955976396,6.408808821
MARVELD3,5.990074363,6.031277264,6.09381558,5.88294886,6.068066365,5.951075045
MAS1,5.684002536,6.282649104,5.889425093,5.684002536,5.955976396,5.684002536
MASP2,6.613014956,6.793400613,7.029164777,6.84688864,7.012048757,7.412349589
MAST1,7.316542334,6.724790586,6.671805153,7.622961876,7.094004889,7.637291745
MAST2,11.77173657,11.68643855,11.62337403,11.03555957,11.5881879,10.58311094
MAST3,11.7075454,10.87070309,11.91313924,12.4057213,11.8746842,12.70535464
MAST4,12.26086595,12.2394976,12.45778212,12.98327265,12.42184668,12.50064748
MAST4-AS1,6.292768387,6.084680694,5.889425093,6.207898878,6.288621095,6.010865934
MASTL,10.40169972,10.73950166,10.0033077,10.22911674,10.53940685,9.504664021
MAT2A,14.59239379,14.13814988,14.8153204,11.7346187,12.82580181,11.61781781
MAT2B,12.80218561,12.91762582,12.93167106,13.40477578,12.93347825,13.30590421
MATK,14.09126386,11.77947983,12.52168425,12.4683902,11.50054487,11.63475532
MATN1,6.723616076,6.590060898,6.850765612,6.27712853,6.317676649,6.454566232
MATN1-AS1,7.373782058,7.014249706,7.73162034,7.299424067,7.116318349,8.055500013
MATN2,5.684002536,6.314537953,6.1850857,5.88294886,6.6299629,6.010865934
MATN3,5.990074363,6.031277264,5.889425093,5.684002536,5.876459265,6.061164679
MATN4,6.840428876,6.825887558,6.817639033,6.169412848,6.288621095,5.684002536
MATR3,9.183347483,9.316207917,9.45643875,8.945599399,8.764346246,8.756271515
MAU2,12.19127172,12.40922353,12.02906057,12.67736111,12.62636125,12.90633572
MAVS,12.34024001,12.67330914,12.25913821,13.1931648,13.09327536,12.80150812
MAX,12.82776223,12.3873563,12.34619465,12.8048458,12.34693461,12.33635568
MAZ,13.08038974,12.98611457,12.31075514,14.21876142,13.86587653,13.24864988
MB,8.963892508,11.53260695,7.933370513,6.127464679,8.076093686,6.010865934
MB21D2,12.52243791,12.33286764,12.72804369,10.63793419,10.76527228,10.0945859
MBD1,12.74695164,12.58609719,12.60383835,12.40024321,12.50516256,12.42107182
MBD2,14.06481702,13.34768003,13.65904514,13.42649513,13.01303189,13.21244889
MBD3,13.62068635,13.27982609,13.14059085,12.6571625,12.84659046,11.9819017
MBD4,10.69571186,10.86685121,10.66950172,10.74067661,11.2510511,10.64178617
MBD5,9.186249021,9.23193782,8.866554241,10.29254941,9.766984175,10.39310338
MBD6,10.66814883,11.08610917,10.96326688,11.68784358,11.44992194,11.45342812
MBIP,9.705234867,9.542699632,9.967554498,9.614530593,9.393319632,9.525669133
MBLAC1,7.952863572,8.029727537,7.724070781,8.719880735,8.544454624,8.843214911
MBLAC2,8.839908113,8.794713436,8.666798316,9.783349509,9.209989955,9.966360905
MBNL1,13.61321826,13.56137471,14.00661579,14.29080194,14.11804042,14.10024141
MBNL1-AS1,7.787417984,7.078403034,8.2221251,7.630627916,7.251349119,7.529937784
MBNL2,11.80161839,12.06602866,12.31519604,11.70952342,11.643377,11.56156602
MBNL3,10.0852705,10.31754278,10.02375974,11.7539761,11.42416854,11.56955785
MBOAT1,10.81127463,9.672383435,10.44990228,9.601804965,9.879666647,8.88475051
MBOAT2,8.112491605,7.473712868,10.33079903,9.864645308,8.351116421,12.62066196
MBOAT4,6.058513389,6.401249615,6.039207632,6.420943357,6.371894938,7.036471681
MBOAT7,15.50132765,14.74212558,15.1486005,14.82758618,14.55638222,14.22894336
MBP,13.32237799,11.72267537,13.52554272,14.09522097,12.91938397,14.13111382
MBTD1,9.334741124,9.763304605,9.625005649,10.8686852,10.22565522,11.25695224
MBTPS1,13.26396188,12.71351486,13.51284077,12.90531202,12.48385753,13.0128757
MBTPS1-DT,7.280808201,6.931678477,7.228105426,7.126377396,6.665727502,7.124496784
MBTPS2,11.28159984,11.18406747,11.0274957,9.515237389,9.75167794,9.575192023
MC1R,7.218679419,7.313240997,7.818924824,7.559886263,7.729483838,8.179036913
MC5R,6.764220249,6.131617921,6.261649895,5.684002536,5.684002536,5.684002536
MCAM,6.456536923,7.591607217,6.328775079,7.348563625,8.477925636,7.135015009
MCAT,11.22460347,10.22177612,10.83957641,9.408523215,9.472167853,9.406118409
MCC,7.77128204,7.473712868,9.052951276,7.917087488,7.936935437,8.903722462
MCCC1,10.03493559,9.881311104,9.617322026,10.25018618,9.779112503,9.890290885
MCCC1-AS1,6.329109341,6.212790155,6.29618768,6.169412848,6.258007383,6.181888762
MCCC2,12.03194509,11.886787,12.15991884,10.77497194,11.11157826,10.77806879
MCEE,7.795411119,7.721278375,7.685639957,8.750159703,8.355261183,8.871040994
MCEMP1,5.990074363,7.11513236,5.889425093,5.88294886,7.582339746,6.010865934
MCF2,5.684002536,6.131617921,5.684002536,6.080957172,5.876459265,5.684002536
MCF2L,5.90063054,5.684002536,5.97426954,6.028044969,6.225570687,6.010865934
MCF2L2,8.933037022,8.0636729,9.681354065,8.667913433,7.818941308,9.782633395
MCFD2,12.22910855,11.79495974,11.91118472,12.0997111,11.97201813,11.74248429
MCHR1,5.90063054,6.131617921,5.889425093,5.684002536,6.445528701,6.408808821
MCIDAS,6.116049387,6.373645091,5.684002536,5.684002536,5.876459265,5.684002536
MCL1,15.56730614,15.49835698,15.56026094,15.79660258,15.42255724,15.56275003
MCM10,10.09911503,10.73274408,9.311343125,9.603629859,10.69438196,8.085031686
MCM2,12.21296372,12.71029636,11.86588751,12.44425693,13.45277885,11.47866588
MCM3,12.11626264,12.70232656,12.20432901,12.8992222,13.67674113,12.51182126
MCM3AP,12.68774168,12.84591819,12.78165453,12.77653425,12.86336319,12.83730377
MCM3AP-AS1,7.872751163,7.865229889,8.130740831,7.892370382,7.942566086,8.249806757
MCM4,11.57649714,12.5498245,11.25850201,12.28097054,13.26586021,11.67039361
MCM5,11.76308393,12.78092829,11.55140386,12.64860722,13.7819335,11.97368463
MCM6,11.71952142,12.61369189,12.19246917,11.84743081,12.76746494,11.66804493
MCM7,12.78186861,13.56494261,12.51860683,13.35764157,14.12301283,12.69961788
MCM8,9.735140816,10.53715798,8.889237677,9.82925488,10.87289182,9.183673689
MCM8-AS1,5.90063054,5.967778528,6.141806269,5.684002536,5.876459265,5.872985945
MCM9,10.91738342,10.6932603,10.81802713,10.40743056,10.45988344,10.39405224
MCMBP,12.80054255,12.48826893,12.49896259,12.52173815,12.73564393,12.12518132
MCMDC2,6.395906702,6.173951857,6.747660324,6.581851957,6.153695847,6.875480175
MCOLN1,10.42507465,10.33215621,9.941679355,10.5992579,10.56496726,10.77879505
MCOLN2,13.84834781,13.25530256,13.9154828,12.09584309,10.67993659,12.31824959
MCOLN3,9.403556631,8.764828985,8.973464612,10.16645485,8.594081877,9.320461762
MCPH1,10.64004783,10.68540695,10.45420927,10.70215354,10.53940685,10.63618544
MCPH1-AS1,6.564302067,6.688413461,6.470497404,7.395740462,6.962182103,7.810213934
MCPH1-DT,8.468976343,8.24625392,8.158264853,8.773266068,8.717321419,8.369408284
MCRIP1,11.93556183,11.44751801,11.46396426,11.39435145,11.49505798,10.68117006
MCRIP2,11.32405976,10.68628166,10.73466045,10.17260016,10.16349921,9.798516983
MCRIP2P1,6.058513389,6.084680694,6.039207632,5.684002536,5.876459265,5.872985945
MCRS1,12.45986983,12.16402223,12.21925496,12.27869765,12.22161277,12.06576466
MCTP1,6.395906702,8.340533102,6.543505487,7.575956066,7.781358012,7.484252905
MCTP2,12.99574113,13.18902587,13.09242255,11.67234152,12.24113302,11.29753665
MCTS1,10.70979875,10.64818075,10.23764417,10.16891613,10.19434814,9.398540674
MCTS2,7.316542334,7.41021808,7.445582257,6.420943357,6.68306074,6.518100858
MCU,9.462057086,9.565783085,9.782665735,9.697162412,10.02286552,9.915657287
MCUB,9.723253276,9.243944781,9.13363081,12.13374983,10.79387217,11.78356372
MCUR1,11.42382105,11.00362923,10.92113372,10.86641516,10.56321897,10.3389423
MCUR1P1,6.292768387,6.131617921,6.09381558,5.88294886,6.068066365,5.951075045
MDC1,11.00727877,11.8297871,11.25357269,11.29211048,11.92212951,10.89186257
MDFIC,14.33676479,14.31000052,13.69833085,14.23775157,13.8717967,13.09003646
MDGA1,10.1097915,10.09431254,10.24636666,11.09363188,11.23303313,10.55709233
MDH1,13.46196009,12.90997756,13.46475321,12.66805711,12.70290686,12.22999376
MDH1B,6.058513389,5.967778528,6.495641101,5.684002536,6.113084811,6.432068258
MDH2,13.767036,13.57051465,13.30232007,13.27411403,13.24299873,12.99065403
MDK,7.787417984,8.495468057,8.853426323,6.783502176,8.788796,7.244608043
MDM1,8.662524857,9.190338441,8.722185871,9.344381743,9.59576025,9.134224505
MDM2,13.26328041,13.39975506,13.0944907,12.95170076,13.14147096,12.87478034
MDM4,10.13539441,10.73359051,10.39045959,10.45355662,10.73376389,10.81252248
MDN1,13.2359277,12.88374209,13.2712704,11.20139568,11.42513062,12.29839582
MDN1-AS1,6.636318847,6.630803293,6.470497404,6.494239099,6.533028503,6.518100858
MDP1,7.316542334,7.303089865,7.001510832,7.535385036,7.423964653,7.573993159
MDS2,5.684002536,6.031277264,5.684002536,5.684002536,6.068066365,6.105385029
ME1,7.895088061,8.499533213,9.40820933,6.127464679,8.504178712,7.215759612
ME2,12.73102058,12.23113751,12.22430109,12.29650045,11.85233108,11.96892262
ME3,6.212174677,7.272094141,6.29618768,5.965133095,7.231598388,6.105385029
MEA1,11.62611859,11.59770262,11.40350615,11.20618925,11.58646905,10.88310968
MEAF6,12.91191437,12.2215234,12.70994618,12.15590086,11.8386788,12.32546965
MEAK7,8.77937594,8.78482247,9.430334093,10.04037457,9.569786751,10.86885707
MECP2,12.42920963,12.34923833,12.79655246,13.01263061,12.77747859,13.14819491
MECR,10.2109915,9.809105629,9.955436059,8.63577959,9.11945275,8.887476475
MED1,12.90209778,12.74531098,12.98652693,12.26096024,12.23730481,12.16319685
MED10,11.69445814,11.76217488,11.43650066,11.28646358,11.24670375,11.03670692
MED11,9.85252757,9.661716975,9.730238089,9.835472829,9.687153983,9.730890325
MED12,12.92877314,13.15186541,12.99964518,12.99612549,12.78405347,12.5903935
MED12L,8.399644682,8.649454145,8.355723226,8.039778811,9.278053994,8.560862101
MED13,13.14266837,13.22149019,13.26347902,12.72279274,12.48570265,12.65880879
MED13L,11.93427786,11.81667554,12.18051099,12.60005531,12.14982464,12.78715381
MED14,11.49696968,11.44854882,10.95113652,11.59177047,11.57437937,10.99856912
MED14OS,7.192847831,7.040377631,7.120663611,7.23757841,7.201314945,6.965304408
MED15,12.37409212,12.74593981,12.4329334,12.35511377,12.66432737,12.49712406
MED16,12.58513389,12.20637189,11.81285334,12.89031814,12.70310512,12.5390616
MED17,11.59015108,11.30112149,11.45486773,11.21869705,11.04678352,11.02328939
MED18,10.72474048,10.83880942,10.6768889,10.65294275,11.04928224,10.70123172
MED19,10.75222356,10.04053029,10.42926616,9.37038568,9.397268697,9.156915163
MED20,10.61993903,10.42000949,10.18675967,10.34462275,10.82702199,9.365878311
MED21,10.49532993,10.17887387,10.56089409,10.25829717,10.22011446,10.02394995
MED22,11.06475884,11.27753093,11.26647639,11.69297412,11.39500353,11.46610222
MED23,10.7277103,11.00573231,11.1359499,11.8370407,11.2805894,12.29662337
MED24,12.38196164,12.49102234,12.13802606,12.32844163,12.51919308,12.2749252
MED25,11.13278118,11.19393723,10.62913289,12.09164101,11.78348962,11.75765842
MED26,9.375920493,9.236752778,9.421525322,9.431337172,9.399239135,9.113487927
MED27,11.86992075,11.24407928,11.56737959,10.25250828,10.41986069,9.98287165
MED28,12.36172928,11.87954521,12.12863687,12.04592869,11.78760937,11.88883138
MED28-DT,5.684002536,6.282649104,6.1850857,6.028044969,6.258007383,6.181888762
MED28P3,5.684002536,5.884823932,6.039207632,6.169412848,6.068066365,6.010865934
MED29,11.74122243,11.75135728,11.34040122,12.24620449,12.2449511,12.09169612
MED30,9.98277175,10.04736426,9.318484832,9.451765255,9.885285132,9.113487927
MED31,8.602415777,8.619989508,8.733005146,8.329928603,8.458863811,8.271188273
MED4,11.44321165,11.2146887,11.343304,11.29323721,11.19405089,11.14033872
MED4-AS1,6.744146361,6.669639609,6.566358688,6.446232613,6.648035044,6.613438665
MED6,11.11928044,10.79488509,10.75748376,10.38750213,10.48503666,10.20474157
MED7,9.932084002,9.584738572,9.694188842,9.366084507,9.466543894,9.080615885
MED8,11.55993988,11.56765834,11.0539669,10.75383798,11.0042727,10.42501881
MED8-AS1,6.329109341,6.590060898,6.470497404,6.127464679,6.371894938,6.215893106
MED9,9.877754629,9.938333522,9.901180373,10.00222066,9.986751241,9.945775704
MEF2A,11.40540241,11.5379435,10.96326688,11.17596449,11.02980287,10.95297488
MEF2B,6.253970968,5.967778528,5.889425093,6.394675016,6.39735457,6.432068258
MEF2C,5.684002536,6.314537953,6.359695104,5.88294886,6.317676649,6.47636798
MEF2D,12.93883732,12.93666274,12.89713522,13.0769886,13.1587758,13.49064843
MEFV,5.684002536,6.282649104,5.97426954,5.88294886,5.955976396,6.010865934
MEGF11,6.116049387,6.084680694,6.09381558,6.207898878,6.016855862,6.181888762
MEGF6,7.139328814,6.857301121,7.181621936,8.709640535,7.380925468,9.739894358
MEGF8,10.78965006,11.46494228,11.07368082,11.66409219,11.19292147,11.61497545
MEGF9,9.609422377,9.580967527,9.662816701,12.18562396,11.11396721,11.51614839
MEI1,10.00255599,10.71313751,9.991488646,11.08194233,10.84583312,10.9879332
MEIG1,5.684002536,6.031277264,6.039207632,6.338722966,6.225570687,6.454566232
MEIOB,5.684002536,5.684002536,5.684002536,6.243638289,5.955976396,5.684002536
MEIOC,6.538771651,6.45326313,6.817639033,6.308732116,6.716722661,6.595266154
MEIS2,5.684002536,6.282649104,6.039207632,5.684002536,6.225570687,6.247764386
MEIS3,7.795411119,6.825887558,8.163703015,8.320888491,7.180665534,8.94353699
MELK,10.09604998,11.03279665,9.181493407,10.77012232,11.50918996,9.150145978
MELTF,8.363625592,9.826705886,8.34626209,9.029930909,10.63404563,9.283879775
MELTF-AS1,6.363389184,6.630803293,6.328775079,6.581851957,6.854423589,6.518100858
MEMO1,9.979447701,9.698706931,9.550288629,9.612719564,9.379411134,8.999972747
MEMO1P1,6.681070627,6.501690324,6.76565878,6.539296354,6.592587141,6.408808821
MEN1,11.86723193,11.79374367,11.42449017,12.65934802,12.02182909,12.36490916
MEPCE,12.87447365,12.40842933,12.47508375,12.59526884,12.40634453,12.60069053
MERTK,6.329109341,6.282649104,6.328775079,6.27712853,6.949328667,6.384711672
MESD,12.69027903,12.48977144,12.20241241,12.48005983,12.4594191,12.20618298
MESP1,7.652269891,7.313240997,7.336683302,7.704838317,7.481751774,7.623498462
MESP2,5.684002536,5.684002536,6.039207632,6.080957172,6.113084811,5.872985945
MEST,7.530741488,7.162263987,7.536734877,6.697601493,6.868553314,6.820214893
MET,6.363389184,8.241364664,6.470497404,6.028044969,7.372128541,5.684002536
METAP1,12.01787166,11.55909436,11.56290428,11.70656698,11.49505798,11.18374342
METAP1D,7.500925756,7.977133164,7.669937302,6.934799929,7.825100779,7.736222011
METAP2,13.54504784,12.90115986,13.19942495,12.00526487,11.95580149,11.71126831
METRN,9.223439496,9.30937288,9.412661821,9.846289765,10.06429436,9.765102646
METRNL,11.23228802,11.90567238,11.22804187,10.20173728,11.1499164,10.10157837
METTL1,12.03753624,11.43300878,12.01929491,7.41410121,8.375799468,7.370467624
METTL13,12.93670188,12.32475241,12.55686053,11.97504974,12.09859505,11.74248429
METTL14,10.63794429,10.61915749,10.70786837,10.51381198,10.49515953,10.64497683
METTL14-DT,6.058513389,5.967778528,6.09381558,5.88294886,6.068066365,6.061164679
METTL15,9.240281524,9.607158351,9.54422019,9.621751867,9.71584022,9.570147811
METTL15P1,6.292768387,6.314537953,5.889425093,6.367314084,6.113084811,5.951075045
METTL16,11.91834759,11.69558348,11.90412644,11.00080079,11.00104938,11.17770085
METTL17,9.907802638,10.32205506,9.574307973,10.09058476,10.53406134,10.08638475
METTL18,8.950262143,8.955953827,8.201170648,9.051595165,9.124238892,8.791697228
METTL21A,10.61031487,9.668836774,10.49658459,9.587121367,9.666072711,9.254762487
METTL21EP,5.990074363,5.684002536,5.97426954,6.080957172,6.113084811,6.181888762
METTL22,9.090325024,9.087364238,8.902037548,8.674954996,8.891028926,8.663579377
METTL23,10.39921696,10.01983101,10.10825451,10.65557515,10.20784905,10.71039751
METTL25,8.001427004,8.16064511,8.136290706,8.177571931,8.387976773,8.438722804
METTL25B,9.737112515,10.17762907,9.804801859,10.19087997,10.61645226,10.25157954
METTL26,10.79059704,10.54103231,10.42268751,10.94882702,10.84727,10.88850237
METTL27,6.166599461,6.173951857,6.1850857,6.394675016,6.780460976,7.491986069
METTL2A,11.25646981,10.6409796,11.05892072,9.724238138,9.941640264,9.709658111
METTL2B,11.82859173,11.34385475,11.76170442,10.0604046,10.3994239,10.11546202
METTL3,11.19916369,11.19455185,11.40406229,10.75219937,10.97697008,10.84131282
METTL4,9.727226763,9.851926576,9.991488646,9.840118656,9.879666647,9.67564374
METTL5,10.41035579,9.898052002,10.12862374,9.96160504,9.876849129,9.794202526
METTL6,9.347737971,9.295603576,9.325590902,9.2703217,9.254273345,9.0686886
METTL7A,6.058513389,8.849484137,6.800631988,6.799753109,10.58147094,7.484252905
METTL8,11.42930107,9.92651572,12.37114837,10.77577862,9.569786751,11.72225207
METTL9,12.94798386,12.27333436,12.35599813,13.5716359,12.64814896,13.12469847
MEX3A,6.783863247,5.684002536,6.495641101,5.965133095,5.876459265,5.951075045
MEX3B,7.166409408,7.419495579,6.958600472,7.090719791,7.611720576,7.047877537
MEX3C,12.89507622,12.71779506,12.50441741,12.05989443,12.03700937,11.74434337
MEX3D,11.13427348,10.70539212,10.92888651,11.21513446,10.82410604,10.90456036
MFAP1,12.25539291,12.22061879,12.10762642,11.41571725,11.79469771,11.35804918
MFAP3,10.99007256,10.56786449,10.88173131,10.62992468,10.31464305,10.21873961
MFAP3L,7.218679419,6.917242183,9.144407294,6.560863378,6.153695847,7.874523615
MFAP4,5.684002536,5.884823932,6.039207632,6.028044969,6.288621095,6.061164679
MFF,11.76645502,11.26060869,11.2913412,11.25673773,11.04615816,10.98163991
MFF-DT,6.116049387,6.131617921,6.039207632,6.243638289,6.258007383,6.557637453
MFGE8,8.310473858,9.073950391,7.436080807,9.52104578,9.945678183,8.533076346
MFHAS1,13.42221777,14.24602411,13.28083731,14.72751187,14.16815907,14.68069502
MFN1,11.10717268,10.59885908,10.92811311,9.945893351,10.2044857,9.902362484
MFN2,13.84071673,13.31866765,13.70545243,12.70046804,12.8194149,12.58231047
MFNG,14.06305612,13.15754813,13.3178929,14.69165986,14.00415378,14.17490928
MFSD1,11.03790097,10.98242784,11.34040122,11.87402464,11.66022474,11.99944259
MFSD10,13.16180879,13.55133738,13.53051597,11.57473101,12.73117911,11.82068871
MFSD11,10.03653556,10.24572873,10.09036448,11.20858008,10.75841462,11.23912755
MFSD12,12.52499877,12.99160422,12.02689613,11.88377876,13.36829497,11.55987787
MFSD13A,8.44951997,8.289485843,8.601250828,8.695869351,8.978421461,8.94615177
MFSD13B,6.292768387,6.282649104,6.389167843,6.127464679,6.153695847,6.306399962
MFSD14A,13.20751506,12.5307322,12.96030509,12.23979236,11.95113448,12.08642975
MFSD14B,12.87737133,12.59496644,12.91927875,12.49677817,12.47389942,12.27080407
MFSD14C,9.396072467,9.354332195,9.296951344,9.184873733,9.191882932,9.002485227
MFSD1P1,6.058513389,5.884823932,6.141806269,5.88294886,5.955976396,5.872985945
MFSD2A,12.66882533,12.27884916,12.47614171,6.243638289,7.626157019,6.181888762
MFSD2B,6.116049387,6.212790155,6.1850857,6.080957172,6.190960507,6.010865934
MFSD3,11.26807047,10.32767557,10.48505522,10.48152843,10.00104754,9.997945576
MFSD4A,6.992773616,6.590060898,6.898421453,7.377093604,7.105218736,7.792109138
MFSD4B,9.326885716,9.217394321,8.988525441,8.736783089,9.035513601,8.47942903
MFSD5,13.06306982,12.07473208,12.47825532,12.18713961,11.59547026,11.95454154
MFSD6,13.97579678,13.40719468,13.75826169,12.56667743,12.77710197,12.3466708
MFSD6L,5.684002536,7.090784795,5.889425093,5.684002536,7.012048757,5.872985945
MFSD8,9.850708539,9.423441303,9.498912863,9.157705543,9.178149581,9.194675965
MFSD9,10.19675913,10.32092831,10.24636666,9.784957176,10.10696598,9.632762866
MGA,12.15902575,11.94746371,12.42884108,11.94812676,11.66267384,12.07169925
MGARP,5.684002536,6.42775076,6.141806269,6.420943357,7.261098343,6.848243752
MGAT1,14.30979365,14.18820663,13.73348176,14.96947842,14.93367779,14.93107884
MGAT2,12.46135616,12.15236821,11.83858616,12.22452214,11.71237889,11.56072219
MGAT3,6.329109341,6.706789986,6.1850857,9.335607226,7.86145862,7.810213934
MGAT4A,10.45167425,10.13849555,10.75922451,13.20443364,11.59547026,12.78209586
MGAT4B,12.68418189,12.99689696,12.50545409,13.70339408,13.26438316,13.30992608
MGAT5,13.21740013,11.99796742,13.57365561,12.18835098,11.30169788,11.72639654
MGAT5B,7.111567143,6.477882595,7.069335333,8.236719997,7.094004889,9.177031183
MGLL,7.678723097,10.08902405,9.021105072,9.900666228,9.498124007,11.04457713
MGME1,10.29621952,10.73104972,9.59402035,11.31336917,11.41451228,10.80041417
MGMT,9.572323842,9.313933215,9.170995856,10.63882139,10.19321732,10.63698688
MGRN1,13.53435507,13.2936546,12.95348458,13.21695111,13.15617155,12.8440802
MGST1,5.684002536,7.721278375,6.783310397,6.127464679,8.363513368,7.19611196
MGST2,7.280808201,9.217394321,7.579902538,7.971063987,10.29369849,8.219297407
MGST3,10.1097915,9.620076064,9.899599654,10.94165751,10.4617618,10.77443201
MHENCR,8.131171745,7.196345928,7.739125741,8.526888657,7.709478094,8.935663461
MIA,6.058513389,6.131617921,5.684002536,5.88294886,5.955976396,6.061164679
MIA2,9.099598567,8.706581823,8.813291257,9.137615078,9.198700136,8.701395979
MIA2-AS1,6.613014956,6.630803293,6.63122822,6.715453324,6.840084331,6.746248139
MIA3,10.92171145,11.3394157,10.91724163,12.08222277,11.72141294,12.2669298
MIAT,8.243840742,8.55912272,8.911561753,11.04963183,9.682316559,11.42588823
MIATNB,8.305043529,7.922368337,8.581370632,8.187610691,7.768583868,8.431191075
MIB1,13.43407419,13.38233513,13.96746913,13.58572284,12.43384287,13.51131702
MIB2,9.705234867,9.851926576,10.09727166,10.68850892,10.39156144,11.16498392
MICA,9.133091868,9.185363351,8.211688277,9.628936869,9.498124007,9.051819847
MICAL1,12.06985613,11.64477797,12.32609216,12.84572214,12.29289759,12.87325226
MICAL2,13.45272455,13.79441665,12.62997756,11.69553256,12.71730856,10.76052786
MICAL3,11.59232376,11.76672724,11.77337213,10.67040187,10.90360086,10.81959776
MICALL1,11.59449318,11.82939153,11.20332946,12.55428189,12.40317519,12.057415
MICALL2,7.083081387,7.818998532,7.613392467,7.712026787,8.081166839,8.692037271
MICB,11.51426166,11.41308118,10.44558236,11.10779153,11.37024037,10.18073748
MICD,6.395906702,6.742434788,6.09381558,7.078569099,7.071222756,6.359686744
MICE,6.058513389,6.650444886,6.039207632,6.783502176,7.105218736,7.070329505
MICOS10,10.19818872,9.783113139,10.15003722,9.869197713,9.947021634,10.01656807
MICOS13,11.46531167,10.87300928,10.83463204,11.20738516,10.85371831,10.93223822
MICU1,10.08372395,10.16386466,10.35634268,11.46753672,11.31940021,11.40158723
MICU2,11.17616732,11.18715904,11.20715906,10.96800835,11.07954503,10.85101333
MICU3,6.564302067,6.825887558,8.331946945,6.732952317,6.716722661,8.434962076
MID1,5.684002536,5.684002536,5.889425093,6.308732116,6.190960507,6.181888762
MID1IP1,13.18735977,13.12649543,13.27962597,13.06829752,12.7383549,13.06020292
MID1IP1-AS1,6.166599461,6.248855168,6.817639033,5.88294886,6.153695847,6.776548116
MID2,6.395906702,7.090784795,7.761382606,5.965133095,7.241516373,7.428701214
MIDEAS,12.03554189,11.83255308,12.22870203,13.12948292,12.32313906,13.25596475
MIDN,12.75594212,12.57858581,12.46499416,12.30741213,12.81556914,11.56114417
MIEF1,13.65667946,13.02721774,13.227809,12.6322333,12.46199882,12.42987682
MIEF2,8.305043529,8.631111798,8.616953185,9.866164383,9.817835287,10.05430567
MIEN1,11.12078678,10.59047198,10.73377536,10.99457889,10.94310592,10.62087271
MIER1,12.21402217,11.88183602,12.34300862,11.98205199,11.7566115,11.97526847
MIER2,11.14541678,10.58391473,10.99610817,10.15904562,10.30316131,10.10157837
MIER3,11.13352752,10.95656738,10.97304814,10.64324921,10.53227508,10.39784146
MIF,12.35694599,11.98665973,11.73100768,11.65579539,11.35011895,11.16941994
MIF-AS1,6.512361826,6.45326313,6.588566513,6.028044969,6.445528701,6.805884279
MIF4GD,10.7715381,10.71742258,10.30955686,11.51176253,11.17872855,10.9860481
MIF4GD-DT,8.283104028,8.322189837,7.397308298,8.072853761,8.665357344,7.552160915
MIGA1,9.791246262,9.643760947,9.717723825,9.927100424,9.602607568,9.959959694
MIGA2,10.0155956,10.05008877,9.767137913,10.74973796,10.84870545,10.84963154
MIIP,12.93691556,12.28318811,12.66008041,12.10324769,11.70685207,11.55268111
MILR1,6.212174677,6.793400613,5.684002536,6.84688864,7.14895907,6.105385029
MINAR1,6.840428876,6.902594549,6.958600472,7.053848227,7.036115996,7.309232511
MINCR,7.652269891,7.240243736,7.455009788,7.002611703,6.962182103,7.891527332
MINDY1,9.615870431,9.147483982,10.19450814,10.2513477,10.2044857,10.1269301
MINDY2,10.29220985,10.48280042,9.202258581,12.10485237,11.43853274,11.39639372
MINDY2-DT,6.058513389,6.314537953,5.97426954,6.420943357,6.512108865,6.359686744
MINDY3,10.26245891,10.17263907,10.28437109,9.532592193,9.889484599,9.59684694
MINDY4,6.212174677,6.173951857,6.141806269,5.965133095,6.153695847,6.181888762
MINK1,11.83869246,12.23323208,11.98885367,14.07792518,13.07255528,14.09084938
MINPP1,10.92946929,11.26471159,10.76096316,10.30714235,10.55444553,10.10390165
MIOS,10.75319546,9.884369475,10.77307527,9.12235832,9.330667375,8.98987794
MIOS-DT,6.212174677,5.884823932,6.1850857,6.080957172,6.288621095,6.061164679
MIP,6.42689428,6.212790155,6.389167843,6.080957172,6.068066365,6.061164679
MIPEP,8.342611388,8.811045163,8.455716192,8.678462518,9.075634495,8.526042161
MIPEPP3,6.803098542,6.759740468,7.426504093,6.367314084,6.490586911,7.412349589
MIR103A2,6.395906702,6.314537953,6.543505487,6.169412848,6.190960507,6.47636798
MIR106B,6.212174677,6.344798264,6.389167843,6.169412848,6.113084811,6.181888762
MIR1203,5.990074363,6.031277264,6.224787199,6.028044969,6.068066365,6.105385029
MIR1227,5.90063054,5.684002536,6.039207632,5.88294886,6.016855862,5.951075045
MIR124-1HG,6.803098542,6.282649104,6.261649895,8.255877763,6.592587141,7.637291745
MIR1244-2,8.828755114,8.349613554,8.628614955,8.157268342,8.334411065,7.891527332
MIR1244-3,6.911019108,6.650444886,6.817639033,6.581851957,6.648035044,6.432068258
MIR1244-4,6.212174677,6.084680694,6.09381558,6.028044969,6.153695847,6.061164679
MIR1249,5.990074363,5.684002536,6.09381558,5.684002536,6.113084811,6.145279158
MIR1291,5.90063054,5.967778528,6.09381558,5.88294886,5.955976396,5.684002536
