,ensembl_gene_id,ensembl_transcript_id,hgnc_symbol
169099,ENSG00000264954,ENST00000657561,PRR29-AS1
162666,ENSG00000264964,ENST00000584509,TWSG1-DT
163927,ENSG00000264968,ENST00000578802,
165365,ENSG00000265008,ENST00000582233,
170664,ENSG00000265010,ENST00000579037,
100377,ENSG00000265018,ENST00000585227,AGAP12P
94968,ENSG00000265033,ENST00000584590,RN7SL262P
139102,ENSG00000265093,ENST00000584467,RN7SL246P
136989,ENSG00000265095,ENST00000578296,FTLP12
172643,ENSG00000265100,ENST00000577698,
26293,ENSG00000265107,ENST00000579774,GJA5
100293,ENSG00000265112,ENST00000580744,MIR3153
170306,ENSG00000265118,ENST00000578584,
59721,ENSG00000265123,ENST00000585129,RN7SL200P
169698,ENSG00000265136,ENST00000581815,
167277,ENSG00000265142,ENST00000581072,MIR133A1HG
172297,ENSG00000265148,ENST00000667382,TSPOAP1-AS1
128038,ENSG00000265154,ENST00000584249,MIR151B
163435,ENSG00000265185,ENST00000577988,SNORD3B-1
96229,ENSG00000265190,ENST00000583448,ANXA8
100037,ENSG00000265194,ENST00000581788,
168530,ENSG00000265205,ENST00000578819,
172507,ENSG00000265206,ENST00000579003,MIR142HG
165296,ENSG00000265218,ENST00000577938,
164146,ENSG00000265222,ENST00000578408,
32487,ENSG00000265241,ENST00000691760,RBM8A
163902,ENSG00000265261,ENST00000583058,
162727,ENSG00000265273,ENST00000581802,PGDP1
171310,ENSG00000265293,ENST00000579304,ARGFXP2
168757,ENSG00000265298,ENST00000583145,
32599,ENSG00000265321,ENST00000584745,MIR4263
168941,ENSG00000265342,ENST00000578226,
96607,ENSG00000265354,ENST00000580018,TIMM23
99291,ENSG00000265366,ENST00000630097,GLUD1P2
98134,ENSG00000265393,ENST00000580385,
163348,ENSG00000265394,ENST00000582938,
165139,ENSG00000265399,ENST00000580139,
166299,ENSG00000265407,ENST00000584846,MIR4324
168662,ENSG00000265415,ENST00000577678,
25733,ENSG00000265451,ENST00000577914,CLASP1-AS1
31257,ENSG00000265452,ENST00000581338,MIR3682
172640,ENSG00000265458,ENST00000653651,NARF-AS2
168895,ENSG00000265460,ENST00000579400,
168580,ENSG00000265474,ENST00000577325,
166150,ENSG00000265478,ENST00000584957,
61742,ENSG00000265479,ENST00000636308,DTX2P1-UPK3BP1-PMS2P11
166176,ENSG00000265490,ENST00000580007,
34863,ENSG00000265491,ENST00000582693,RNF115
164166,ENSG00000265496,ENST00000581232,
127438,ENSG00000265511,ENST00000582325,
98728,ENSG00000265566,ENST00000577229,RN7SL605P
171308,ENSG00000265574,ENST00000583470,WDR45BP1
162472,ENSG00000265590,ENST00000673740,CFAP298-TCP10L
131727,ENSG00000265612,ENST00000579784,MIR4539
170092,ENSG00000265625,ENST00000582881,
165077,ENSG00000265656,ENST00000578583,
95678,ENSG00000265660,ENST00000583819,MIR4664
164286,ENSG00000265666,ENST00000581080,RARA-AS1
170179,ENSG00000265678,ENST00000579979,
165810,ENSG00000265681,ENST00000618619,RPL17
163278,ENSG00000265683,ENST00000582878,SYPL1P2
169280,ENSG00000265688,ENST00000582106,MAFG-DT
133352,ENSG00000265690,ENST00000580114,
167746,ENSG00000265692,ENST00000581489,LINC01970
164404,ENSG00000265713,ENST00000580031,
97707,ENSG00000265735,ENST00000581458,RN7SL5P
170252,ENSG00000265743,ENST00000579561,LINC02978
130848,ENSG00000265749,ENST00000583963,
133896,ENSG00000265768,ENST00000584693,MIR4506
166524,ENSG00000265778,ENST00000581996,ZNF516-AS1
162880,ENSG00000265787,ENST00000582957,CYP4F35P
164896,ENSG00000265791,ENST00000585212,
170263,ENSG00000265798,ENST00000579164,
168916,ENSG00000265800,ENST00000584339,
163695,ENSG00000265801,ENST00000583643,
126859,ENSG00000265802,ENST00000581392,RN7SL49P
94972,ENSG00000265806,ENST00000585012,MIR4292
23962,ENSG00000265808,ENST00000578049,SEC22B
59751,ENSG00000265828,ENST00000582614,MIR3939
169912,ENSG00000265845,ENST00000580782,
103005,ENSG00000265874,ENST00000578869,MIR4489
165136,ENSG00000265907,ENST00000581488,
169915,ENSG00000265908,ENST00000579154,
165656,ENSG00000265912,ENST00000583416,
162702,ENSG00000265939,ENST00000583290,UBE2CP2
162889,ENSG00000265943,ENST00000578831,
31146,ENSG00000265972,ENST00000582401,TXNIP
130880,ENSG00000265975,ENST00000578788,
165806,ENSG00000265982,ENST00000583567,
167303,ENSG00000266010,ENST00000649008,GATA6-AS1
96942,ENSG00000266017,ENST00000581659,MIR4477B
61916,ENSG00000266019,ENST00000582661,MIR3609
30116,ENSG00000266028,ENST00000603708,SRGAP2
165473,ENSG00000266036,ENST00000585285,SLC9A3R1-AS1
166527,ENSG00000266053,ENST00000582375,NDUFV2-AS1
165654,ENSG00000266066,ENST00000578759,POLRMTP1
171541,ENSG00000266074,ENST00000675386,BAHCC1
26760,ENSG00000266075,ENST00000581512,RN7SL574P
164448,ENSG00000266088,ENST00000578280,
30142,ENSG00000266094,ENST00000579436,RASSF5
162815,ENSG00000266104,ENST00000582203,MIR4326
164616,ENSG00000266111,ENST00000584958,
130568,ENSG00000266124,ENST00000581803,MIR5587
169004,ENSG00000266126,ENST00000583067,
162891,ENSG00000266145,ENST00000582468,RHOT1P1
166177,ENSG00000266171,ENST00000583314,
171382,ENSG00000266173,ENST00000640870,STRADA
164112,ENSG00000266208,ENST00000578774,GJD3-AS1
164870,ENSG00000266222,ENST00000579033,
130569,ENSG00000266235,ENST00000582210,MIR3176
167768,ENSG00000266236,ENST00000584012,NARF-IT1
163238,ENSG00000266258,ENST00000584919,LINC01909
136584,ENSG00000266261,ENST00000584540,
64157,ENSG00000266265,ENST00000583337,KLF14
163799,ENSG00000266282,ENST00000583788,UBL5P2
131116,ENSG00000266297,ENST00000578242,MIR744
138075,ENSG00000266302,ENST00000448331,
133928,ENSG00000266305,ENST00000580665,MIR4518
31264,ENSG00000266338,ENST00000488031,NBPF15
170261,ENSG00000266340,ENST00000584499,
131111,ENSG00000266368,ENST00000580270,
130879,ENSG00000266389,ENST00000585297,PIK3R5-DT
167281,ENSG00000266401,ENST00000577848,
172634,ENSG00000266402,ENST00000580828,SNHG25
165969,ENSG00000266405,ENST00000579647,CBX3P2
97669,ENSG00000266412,ENST00000585132,NCOA4
167767,ENSG00000266445,ENST00000582249,NARF-AS1
100069,ENSG00000266446,ENST00000578935,
166127,ENSG00000266456,ENST00000585150,
98763,ENSG00000266467,ENST00000581978,RN7SL220P
164110,ENSG00000266469,ENST00000582842,
34797,ENSG00000266472,ENST00000614145,MRPS21
165336,ENSG00000266473,ENST00000585193,HELZ-AS1
164673,ENSG00000266490,ENST00000580085,
165260,ENSG00000266501,ENST00000578331,ATG12P1
95005,ENSG00000266507,ENST00000579420,MIR4479
92054,ENSG00000266524,ENST00000580279,GDF10
139511,ENSG00000266538,ENST00000584643,
58555,ENSG00000266579,ENST00000421261,
133635,ENSG00000266589,ENST00000583257,MIR4512
165027,ENSG00000266601,ENST00000584276,
166301,ENSG00000266640,ENST00000582477,MIR4754
169907,ENSG00000266642,ENST00000580603,
169925,ENSG00000266648,ENST00000581726,SETP3
137010,ENSG00000266651,ENST00000585048,
164582,ENSG00000266677,ENST00000577847,
58752,ENSG00000266680,ENST00000584934,
165771,ENSG00000266708,ENST00000580267,
131214,ENSG00000266709,ENST00000583262,
170797,ENSG00000266714,ENST00000645453,MYO15B
166035,ENSG00000266717,ENST00000577385,
164625,ENSG00000266718,ENST00000581360,
167050,ENSG00000266721,ENST00000579717,MIR5695
59810,ENSG00000266750,ENST00000583158,MIR4645
171304,ENSG00000266777,ENST00000582640,SH3GL1P1
165957,ENSG00000266783,ENST00000583253,
137088,ENSG00000266801,ENST00000568179,
162714,ENSG00000266805,ENST00000580891,
165756,ENSG00000266821,ENST00000580282,
130777,ENSG00000266824,ENST00000581248,
167141,ENSG00000266835,ENST00000581029,GAPLINC
94315,ENSG00000266852,ENST00000583050,MIR4482
171246,ENSG00000266853,ENST00000580276,ITM2BP1
172451,ENSG00000266865,ENST00000579692,
165731,ENSG00000266876,ENST00000583091,
59502,ENSG00000266896,ENST00000586101,
168377,ENSG00000266897,ENST00000591837,
167119,ENSG00000266900,ENST00000588561,
172064,ENSG00000266903,ENST00000662585,CEACAM16-AS1
171891,ENSG00000266904,ENST00000586645,LINC00663
165671,ENSG00000266910,ENST00000587506,
164273,ENSG00000266913,ENST00000586698,LINC01841
171938,ENSG00000266916,ENST00000588845,ZNF793-AS1
170361,ENSG00000266918,ENST00000587960,
167121,ENSG00000266920,ENST00000587663,ACTBP9
165277,ENSG00000266921,ENST00000586860,ZNF230-DT
22721,ENSG00000266931,ENST00000592457,
168971,ENSG00000266933,ENST00000592413,MADCAM1-AS1
165258,ENSG00000266934,ENST00000589244,
166673,ENSG00000266936,ENST00000587831,
163667,ENSG00000266944,ENST00000588562,
164695,ENSG00000266946,ENST00000592451,MRPL37P1
172336,ENSG00000266947,ENST00000590478,
165115,ENSG00000266954,ENST00000588397,
172581,ENSG00000266962,ENST00000590513,HSD17B1-AS1
165739,ENSG00000266963,ENST00000590304,
168274,ENSG00000266964,ENST00000351325,FXYD1
165976,ENSG00000266967,ENST00000587023,AARSD1
167028,ENSG00000266969,ENST00000588211,CEP192-DT
172550,ENSG00000266970,ENST00000687996,SOCS3-DT
167071,ENSG00000266975,ENST00000592636,FARSA-AS1
167613,ENSG00000266978,ENST00000592893,
168307,ENSG00000266980,ENST00000586808,
171953,ENSG00000266983,ENST00000587836,RANBP3-DT
165292,ENSG00000266992,ENST00000588725,DHX40P1
23670,ENSG00000266993,ENST00000629102,
172662,ENSG00000266998,ENST00000588701,
171668,ENSG00000267002,ENST00000635600,
169496,ENSG00000267009,ENST00000590353,
168527,ENSG00000267011,ENST00000591414,
167619,ENSG00000267016,ENST00000591110,
166039,ENSG00000267023,ENST00000586022,LRRC37A16P
165721,ENSG00000267024,ENST00000592220,
164164,ENSG00000267033,ENST00000591038,
170234,ENSG00000267035,ENST00000585536,
167166,ENSG00000267040,ENST00000591854,ATP8B1-AS1
165245,ENSG00000267041,ENST00000589390,ZNF850
170230,ENSG00000267046,ENST00000589887,E2F3P1
133268,ENSG00000267048,ENST00000570217,
168376,ENSG00000267049,ENST00000589397,
61681,ENSG00000267052,ENST00000650160,
165283,ENSG00000267058,ENST00000587128,
169783,ENSG00000267060,ENST00000424284,PTGES3L
92518,ENSG00000267064,ENST00000591832,UXT-AS1
170352,ENSG00000267065,ENST00000585863,LINC02080
170232,ENSG00000267074,ENST00000592908,
167542,ENSG00000267078,ENST00000588104,
172557,ENSG00000267080,ENST00000588785,ASB16-AS1
172221,ENSG00000267082,ENST00000588634,
167401,ENSG00000267092,ENST00000590252,
167261,ENSG00000267096,ENST00000592252,
171920,ENSG00000267100,ENST00000591501,ILF3-DT
170276,ENSG00000267102,ENST00000590824,
167614,ENSG00000267105,ENST00000587088,
172184,ENSG00000267106,ENST00000652061,ZNF561-AS1
162967,ENSG00000267112,ENST00000588466,
169745,ENSG00000267114,ENST00000591646,
167293,ENSG00000267117,ENST00000585559,
166490,ENSG00000267119,ENST00000585756,RPL10P15
168353,ENSG00000267120,ENST00000589807,
169072,ENSG00000267121,ENST00000586376,FMNL1-DT
170392,ENSG00000267122,ENST00000585593,
165620,ENSG00000267123,ENST00000648396,SCAT1
168646,ENSG00000267128,ENST00000662723,RNF157-AS1
165114,ENSG00000267136,ENST00000585366,
163210,ENSG00000267138,ENST00000591962,
168598,ENSG00000267141,ENST00000586694,
167741,ENSG00000267152,ENST00000588040,
170227,ENSG00000267157,ENST00000586012,
167636,ENSG00000267160,ENST00000591628,
171950,ENSG00000267169,ENST00000588387,ADGRL1-AS1
172222,ENSG00000267174,ENST00000686945,
164533,ENSG00000267178,ENST00000591298,PHF5CP
168967,ENSG00000267185,ENST00000590314,PTP4A2P1
171832,ENSG00000267191,ENST00000586247,ZNF45-AS1
132494,ENSG00000267195,ENST00000586026,MIR212
168980,ENSG00000267197,ENST00000592671,
170362,ENSG00000267198,ENST00000590995,
165732,ENSG00000267199,ENST00000586591,
132493,ENSG00000267200,ENST00000591554,MIR132
168642,ENSG00000267201,ENST00000587826,LINC01775
170268,ENSG00000267203,ENST00000588924,SNRPGP4
163314,ENSG00000267205,ENST00000586503,
169758,ENSG00000267212,ENST00000590065,
165020,ENSG00000267213,ENST00000592680,DPY19L3-DT
166073,ENSG00000267216,ENST00000591325,
165611,ENSG00000267219,ENST00000591311,
170454,ENSG00000267221,ENST00000587304,C17orf113
164694,ENSG00000267226,ENST00000588144,MALT1-AS1
168588,ENSG00000267244,ENST00000593201,
170367,ENSG00000267246,ENST00000586411,
172609,ENSG00000267248,ENST00000652174,
166974,ENSG00000267249,ENST00000585877,
165921,ENSG00000267251,ENST00000588950,
172240,ENSG00000267253,ENST00000587110,WHSC1L2P
172173,ENSG00000267254,ENST00000650959,ZNF790-AS1
171987,ENSG00000267260,ENST00000590750,
167618,ENSG00000267263,ENST00000585369,
165271,ENSG00000267264,ENST00000586818,
171332,ENSG00000267265,ENST00000593060,GP6-AS1
167262,ENSG00000267270,ENST00000587254,PARD6G-AS1
32989,ENSG00000267272,ENST00000469312,LINC01140
169821,ENSG00000267274,ENST00000586394,
171470,ENSG00000267277,ENST00000590399,
169080,ENSG00000267278,ENST00000657572,MAP3K14-AS1
137568,ENSG00000267281,ENST00000591834,ATF7-NPFF
169744,ENSG00000267282,ENST00000585408,
168638,ENSG00000267283,ENST00000587498,
165735,ENSG00000267287,ENST00000586798,
169916,ENSG00000267288,ENST00000589796,
166491,ENSG00000267289,ENST00000591174,PIN1-DT
169113,ENSG00000267291,ENST00000589557,MAP4K1-AS1
166587,ENSG00000267293,ENST00000591191,
171361,ENSG00000267296,ENST00000592982,CEBPA-DT
165289,ENSG00000267302,ENST00000593015,RNFT1-DT
169466,ENSG00000267304,ENST00000586675,
166658,ENSG00000267309,ENST00000592087,ZNF566-AS1
170228,ENSG00000267312,ENST00000588022,
170249,ENSG00000267314,ENST00000588891,
167398,ENSG00000267317,ENST00000591252,
172646,ENSG00000267321,ENST00000665667,SNHG30
167138,ENSG00000267322,ENST00000615535,SNHG22
165363,ENSG00000267323,ENST00000587610,SLC25A1P5
167021,ENSG00000267336,ENST00000587313,EIF4A2P1
171675,ENSG00000267340,ENST00000589047,
168332,ENSG00000267342,ENST00000587267,
169096,ENSG00000267344,ENST00000592389,
171922,ENSG00000267345,ENST00000590376,
171759,ENSG00000267348,ENST00000586744,GEMIN7-AS1
170677,ENSG00000267355,ENST00000591685,RPL9P29
170237,ENSG00000267359,ENST00000588445,
172684,ENSG00000267364,ENST00000662865,
172644,ENSG00000267365,ENST00000590966,KCNJ2-AS1
165113,ENSG00000267366,ENST00000589045,
63039,ENSG00000267368,ENST00000340457,UPK3BL1
170231,ENSG00000267369,ENST00000587542,TAF5LP1
166489,ENSG00000267370,ENST00000588113,
169174,ENSG00000267372,ENST00000590086,
164270,ENSG00000267373,ENST00000587693,
171800,ENSG00000267383,ENST00000590606,
167603,ENSG00000267387,ENST00000589622,
167294,ENSG00000267390,ENST00000589905,KDSR-DT
171160,ENSG00000267394,ENST00000689614,ATXN7L3-AS1
166460,ENSG00000267395,ENST00000590076,DM1-AS
163237,ENSG00000267397,ENST00000590983,
165095,ENSG00000267414,ENST00000592638,SETBP1-DT
172568,ENSG00000267416,ENST00000589740,HEATR6-DT
171925,ENSG00000267419,ENST00000591884,ZNF56P
165595,ENSG00000267421,ENST00000590579,ZFP28-DT
167742,ENSG00000267422,ENST00000591908,
168350,ENSG00000267426,ENST00000590947,
165087,ENSG00000267430,ENST00000589763,
168360,ENSG00000267439,ENST00000585365,
165261,ENSG00000267452,ENST00000441895,LINC02073
167555,ENSG00000267454,ENST00000591172,ZNF582-DT
167712,ENSG00000267470,ENST00000591430,ZNF571-AS1
166056,ENSG00000267472,ENST00000589904,ARHGAP27P2
163890,ENSG00000267474,ENST00000589702,
171903,ENSG00000267475,ENST00000592431,NUDT19-DT
165730,ENSG00000267480,ENST00000587619,LINC02979
164389,ENSG00000267481,ENST00000590697,
170292,ENSG00000267493,ENST00000585832,CIRBP-AS1
169171,ENSG00000267496,ENST00000632077,FAM215A
165021,ENSG00000267498,ENST00000587859,UQCRFS1-DT
163895,ENSG00000267500,ENST00000431363,ZNF887P
165335,ENSG00000267507,ENST00000587647,
168293,ENSG00000267508,ENST00000614994,ZNF285
167511,ENSG00000267510,ENST00000591336,
169176,ENSG00000267512,ENST00000591825,
168953,ENSG00000267519,ENST00000587762,MIR23AHG
167259,ENSG00000267523,ENST00000589456,
165111,ENSG00000267529,ENST00000624889,
135793,ENSG00000267532,ENST00000443997,MIR497HG
165088,ENSG00000267533,ENST00000589764,
167611,ENSG00000267534,ENST00000646641,S1PR2
167513,ENSG00000267546,ENST00000589963,
170273,ENSG00000267547,ENST00000592117,
167526,ENSG00000267549,ENST00000587004,ZSCAN5A-AS1
163235,ENSG00000267551,ENST00000587587,GNA15-DT
170229,ENSG00000267554,ENST00000592517,
167120,ENSG00000267560,ENST00000591014,
164826,ENSG00000267565,ENST00000585571,
171091,ENSG00000267567,ENST00000587554,
167020,ENSG00000267570,ENST00000585406,STK25P1
170251,ENSG00000267571,ENST00000591109,
171853,ENSG00000267575,ENST00000667566,LINC02987
165738,ENSG00000267590,ENST00000588007,NDUFA3P1
169949,ENSG00000267592,ENST00000587835,
167620,ENSG00000267607,ENST00000589379,ICAM4-AS1
168966,ENSG00000267632,ENST00000591237,
169553,ENSG00000267633,ENST00000586894,
63040,ENSG00000267645,ENST00000476151,
170275,ENSG00000267648,ENST00000590539,
166294,ENSG00000267649,ENST00000585911,
163240,ENSG00000267655,ENST00000586389,
168999,ENSG00000267658,ENST00000586351,RAB5C-AS1
170659,ENSG00000267666,ENST00000591866,
166558,ENSG00000267669,ENST00000588088,RPLP0P12
168957,ENSG00000267670,ENST00000590528,
166967,ENSG00000267672,ENST00000588369,
171632,ENSG00000267673,ENST00000393708,FDX2
168975,ENSG00000267676,ENST00000590384,THA1P
166557,ENSG00000267677,ENST00000591331,
170072,ENSG00000267680,ENST00000693561,ZNF224
171667,ENSG00000267681,ENST00000464237,
166989,ENSG00000267682,ENST00000592319,
171026,ENSG00000267698,ENST00000586962,
165929,ENSG00000267699,ENST00000590722,
167518,ENSG00000267710,ENST00000649256,EDDM13
170272,ENSG00000267711,ENST00000589099,
163440,ENSG00000267712,ENST00000591974,LINC01539
164038,ENSG00000267724,ENST00000591183,
168579,ENSG00000267729,ENST00000587898,
166055,ENSG00000267731,ENST00000591222,
32988,ENSG00000267734,ENST00000585888,
168921,ENSG00000267735,ENST00000592400,
171355,ENSG00000267737,ENST00000586321,
163279,ENSG00000267742,ENST00000591086,SINHCAFP2
170274,ENSG00000267745,ENST00000587012,
169846,ENSG00000267750,ENST00000588097,RUNDC3A-AS1
171932,ENSG00000267751,ENST00000589457,BSG-AS1
166271,ENSG00000267757,ENST00000591087,EML2-AS1
169001,ENSG00000267758,ENST00000592536,
163175,ENSG00000267764,ENST00000590649,
165357,ENSG00000267767,ENST00000587150,LINC01801
168526,ENSG00000267769,ENST00000592034,
171811,ENSG00000267783,ENST00000590715,
164681,ENSG00000267787,ENST00000588925,
161877,ENSG00000267793,ENST00000586015,
168362,ENSG00000267796,ENST00000590706,LIN37
164039,ENSG00000267800,ENST00000588843,
168328,ENSG00000267801,ENST00000586076,
170045,ENSG00000267809,ENST00000596415,NDUFV2P1
98109,ENSG00000267811,ENST00000596071,
165592,ENSG00000267827,ENST00000598982,
96812,ENSG00000267834,ENST00000594418,
170149,ENSG00000267838,ENST00000599382,
168379,ENSG00000267855,ENST00000593729,NDUFA7
171748,ENSG00000267858,ENST00000593642,MZF1-AS1
165910,ENSG00000267871,ENST00000671172,ZNF460-AS1
162211,ENSG00000267882,ENST00000599904,
169169,ENSG00000267892,ENST00000602255,
166965,ENSG00000267898,ENST00000599784,
170657,ENSG00000267904,ENST00000596816,
170117,ENSG00000267905,ENST00000601148,VSIG10L-AS1
170302,ENSG00000267924,ENST00000599944,
165074,ENSG00000267934,ENST00000600671,
169476,ENSG00000267939,ENST00000599756,
92103,ENSG00000267940,ENST00000600308,
170796,ENSG00000267959,ENST00000583494,MIR3188
168522,ENSG00000267980,ENST00000594444,
170119,ENSG00000267984,ENST00000600974,
171654,ENSG00000268001,ENST00000602172,CARD8-AS1
168145,ENSG00000268006,ENST00000596521,PTOV1-AS1
171443,ENSG00000268027,ENST00000595649,
169802,ENSG00000268030,ENST00000597411,
171439,ENSG00000268034,ENST00000600996,TPM3P5
171451,ENSG00000268041,ENST00000597630,ERFL
34929,ENSG00000268043,ENST00000698835,NBPF12
168185,ENSG00000268047,ENST00000601211,
165470,ENSG00000268049,ENST00000599952,
164271,ENSG00000268056,ENST00000597216,
172160,ENSG00000268061,ENST00000593284,NAPA-AS1
95843,ENSG00000268066,ENST00000594922,FMR1-AS1
133388,ENSG00000268069,ENST00000599515,
164406,ENSG00000268087,ENST00000597226,
168414,ENSG00000268093,ENST00000600303,
169851,ENSG00000268095,ENST00000600329,ZNF649-AS1
167686,ENSG00000268107,ENST00000601674,
69302,ENSG00000268129,ENST00000597953,
30941,ENSG00000268154,ENST00000600454,
165500,ENSG00000268163,ENST00000596831,
171655,ENSG00000268186,ENST00000600941,ZNF114-AS1
169467,ENSG00000268189,ENST00000597549,
170154,ENSG00000268201,ENST00000595301,
168664,ENSG00000268204,ENST00000601797,
166050,ENSG00000268205,ENST00000593427,
133604,ENSG00000268218,ENST00000602042,
165208,ENSG00000268222,ENST00000596811,EEF1A1P7
64246,ENSG00000268223,ENST00000601302,ARL14EPL
165432,ENSG00000268230,ENST00000600123,
167684,ENSG00000268266,ENST00000595422,
22476,ENSG00000268279,ENST00000608606,
29595,ENSG00000268288,ENST00000596133,
95397,ENSG00000268350,ENST00000613284,FAM156A
171441,ENSG00000268355,ENST00000599316,
166257,ENSG00000268357,ENST00000602085,VN1R81P
164785,ENSG00000268362,ENST00000594934,
99489,ENSG00000268364,ENST00000594708,SMC5-DT
166738,ENSG00000268366,ENST00000599050,SERTAD3-AS1
167692,ENSG00000268392,ENST00000599190,
171639,ENSG00000268400,ENST00000598664,
104288,ENSG00000268403,ENST00000596206,
28729,ENSG00000268412,ENST00000599234,TRMT112P6
60237,ENSG00000268471,ENST00000604157,MIR4453HG
170148,ENSG00000268496,ENST00000596631,
25492,ENSG00000268509,ENST00000600805,
171968,ENSG00000268516,ENST00000597230,ZNF8-DT
170121,ENSG00000268520,ENST00000595500,
165023,ENSG00000268521,ENST00000595685,VN1R83P
171344,ENSG00000268536,ENST00000598782,
165524,ENSG00000268543,ENST00000596296,
163995,ENSG00000268564,ENST00000598450,ILVBL-AS1
163281,ENSG00000268573,ENST00000586922,
27430,ENSG00000268575,ENST00000598846,
170112,ENSG00000268581,ENST00000602271,SIGLEC18P
171653,ENSG00000268583,ENST00000595201,
96471,ENSG00000268584,ENST00000595595,
63451,ENSG00000268592,ENST00000606915,
33549,ENSG00000268603,ENST00000601508,
168707,ENSG00000268614,ENST00000601870,
168396,ENSG00000268618,ENST00000598703,
93616,ENSG00000268635,ENST00000598970,
171745,ENSG00000268655,ENST00000637680,
170271,ENSG00000268670,ENST00000600056,
166075,ENSG00000268678,ENST00000597973,
166254,ENSG00000268686,ENST00000599433,
165894,ENSG00000268713,ENST00000600047,
171075,ENSG00000268734,ENST00000594721,
169905,ENSG00000268743,ENST00000600987,
166503,ENSG00000268750,ENST00000597134,
171006,ENSG00000268751,ENST00000597830,SCGB1B2P
169170,ENSG00000268756,ENST00000594558,
163551,ENSG00000268758,ENST00000600751,ADGRE4P
166386,ENSG00000268785,ENST00000600588,RPL7P50
164380,ENSG00000268790,ENST00000593962,
167397,ENSG00000268798,ENST00000594262,
137769,ENSG00000268804,ENST00000598933,LINC02132
162208,ENSG00000268812,ENST00000608354,LIF-AS2
129014,ENSG00000268836,ENST00000595428,
170113,ENSG00000268849,ENST00000602065,SIGLEC22P
162553,ENSG00000268858,ENST00000601296,
171100,ENSG00000268889,ENST00000600765,LIM2-AS1
172164,ENSG00000268895,ENST00000594950,A1BG-AS1
29819,ENSG00000268903,ENST00000494149,
165525,ENSG00000268912,ENST00000594816,
96006,ENSG00000268916,ENST00000617158,CSAG3
168394,ENSG00000268931,ENST00000595706,
169797,ENSG00000268938,ENST00000597837,
60866,ENSG00000268942,ENST00000600888,CKS1BP3
168911,ENSG00000268945,ENST00000593554,
171438,ENSG00000268947,ENST00000602262,
26549,ENSG00000268949,ENST00000596009,MRPS17P1
167645,ENSG00000268970,ENST00000596451,
94664,ENSG00000268996,ENST00000596585,MAN1B1-DT
172020,ENSG00000269001,ENST00000691098,ZNF818P
95167,ENSG00000269038,ENST00000594089,SF1-DT
170656,ENSG00000269044,ENST00000598112,
165238,ENSG00000269050,ENST00000593830,
171004,ENSG00000269054,ENST00000599889,ZNF497-AS1
169909,ENSG00000269066,ENST00000597045,
167493,ENSG00000269069,ENST00000597336,
166991,ENSG00000269086,ENST00000600348,LINC02965
166588,ENSG00000269091,ENST00000599914,
165768,ENSG00000269102,ENST00000594865,
166183,ENSG00000269107,ENST00000594653,
171449,ENSG00000269119,ENST00000599047,HNRNPA1P52
166457,ENSG00000269148,ENST00000601618,
168671,ENSG00000269153,ENST00000600506,LYPLA2P2
168951,ENSG00000269161,ENST00000596192,
98114,ENSG00000269176,ENST00000601484,
165722,ENSG00000269190,ENST00000292852,FBXO17
169799,ENSG00000269191,ENST00000596596,
168144,ENSG00000269194,ENST00000600669,
34402,ENSG00000269210,ENST00000601251,
163178,ENSG00000269220,ENST00000600723,LINC00528
98634,ENSG00000269226,ENST00000620307,
171945,ENSG00000269235,ENST00000600253,ZNF350-AS1
168894,ENSG00000269242,ENST00000597692,
164697,ENSG00000269243,ENST00000597983,
171944,ENSG00000269246,ENST00000599274,
167117,ENSG00000269275,ENST00000595064,
67073,ENSG00000269293,ENST00000660873,ZSCAN16-AS1
167494,ENSG00000269296,ENST00000598952,
163862,ENSG00000269300,ENST00000594006,
167018,ENSG00000269303,ENST00000600959,GRAMD1A-AS1
166513,ENSG00000269304,ENST00000594588,FKBP1AP1
98636,ENSG00000269313,ENST00000616266,MAGIX
168521,ENSG00000269318,ENST00000593524,
97647,ENSG00000269335,ENST00000440286,IKBKG
166509,ENSG00000269343,ENST00000651253,ZNF587B
168186,ENSG00000269352,ENST00000593654,PTOV1-AS2
162838,ENSG00000269365,ENST00000599498,
168663,ENSG00000269374,ENST00000600255,
163885,ENSG00000269378,ENST00000596032,ITGB1P1
171023,ENSG00000269386,ENST00000597785,RAB11B-AS1
167781,ENSG00000269388,ENST00000598755,
170303,ENSG00000269397,ENST00000594230,
164680,ENSG00000269399,ENST00000595909,
170120,ENSG00000269403,ENST00000600067,
170181,ENSG00000269404,ENST00000439922,SPIB
171644,ENSG00000269420,ENST00000601548,PLA2G4C-AS1
163613,ENSG00000269425,ENST00000598582,
170622,ENSG00000269427,ENST00000601687,
171032,ENSG00000269439,ENST00000596643,PGLS-DT
169471,ENSG00000269444,ENST00000599584,
64906,ENSG00000269446,ENST00000594086,
98143,ENSG00000269463,ENST00000596971,
165533,ENSG00000269473,ENST00000595059,ZNF132-DT
166522,ENSG00000269476,ENST00000602124,
164671,ENSG00000269480,ENST00000601929,
169451,ENSG00000269481,ENST00000593957,
165287,ENSG00000269486,ENST00000599320,ERVK9-11
166352,ENSG00000269487,ENST00000600716,
129017,ENSG00000269514,ENST00000647575,
165454,ENSG00000269533,ENST00000596617,
171647,ENSG00000269534,ENST00000596563,
165848,ENSG00000269535,ENST00000594379,
96254,ENSG00000269556,ENST00000616857,TMEM185A
63839,ENSG00000269559,ENST00000600169,
