,1921.stim,2921..stim,966.stim,921.unstim,921..unstim,6966.unstim
ENSG00000163093,8.315882732,7.691937671,8.729407998,7.329153927,7.38965795,7.767568808
ENSG00000138399,10.24458499,9.850363214,10.00477826,9.192193917,9.35930346,9.085358826
ENSG00000138398,11.7827177,12.11326033,11.95130306,11.67450458,11.944441,11.76610134
ENSG00000154479,6.292768387,6.131617921,6.141806269,6.517105505,6.068066365,6.384711672
ENSG00000144362,7.038889162,6.987454028,7.001510832,7.638247625,7.116318349,7.468638223
ENSG00000213160,7.69605759,7.261575036,7.613392467,7.808659104,7.800285793,7.491986069
ENSG00000231550,6.253970968,6.031277264,6.039207632,5.88294886,6.153695847,6.061164679
ENSG00000138385,12.31579886,12.16025285,12.68933984,11.70825712,11.81868715,11.7606007
ENSG00000138382,10.41035579,9.898052002,10.12862374,9.96160504,9.876849129,9.794202526
ENSG00000144357,10.60709247,11.28851116,10.7583544,11.63684026,11.30379182,11.59697971
ENSG00000227176,5.684002536,6.084680694,6.09381558,6.028044969,5.684002536,6.010865934
ENSG00000071909,5.90063054,6.031277264,6.1850857,6.028044969,6.153695847,6.181888762
ENSG00000128692,6.803098542,6.724790586,6.913807781,6.560863378,6.6299629,6.497529838
ENSG00000239467,5.90063054,5.684002536,5.684002536,6.127464679,6.068066365,5.684002536
ENSG00000128683,7.687419832,6.373645091,7.082397185,7.216199683,6.317676649,6.333626357
ENSG00000115806,13.50439044,12.77190026,13.6467659,12.92560932,12.2825861,12.67838573
ENSG00000198586,12.89309523,12.3956622,13.25579934,13.57915836,12.63553143,13.7306356
ENSG00000123600,11.42930107,9.92651572,12.37114837,10.77577862,9.569786751,11.72225207
ENSG00000115827,10.85538471,10.28555404,11.22866999,10.37263932,10.04936726,10.56553693
ENSG00000228507,6.253970968,6.173951857,6.1850857,6.308732116,6.016855862,5.872985945
ENSG00000233762,8.720153812,8.415869652,8.581370632,8.599185227,8.458863811,8.574549409
ENSG00000071967,6.976937352,7.971158836,9.367498657,8.039778811,8.562382635,11.12329024
ENSG00000077380,11.86363902,11.95509854,11.92403586,12.02980048,12.10790975,11.64871951
ENSG00000115840,10.28011332,10.48179284,10.31430453,11.0206683,10.80352741,10.85721505
ENSG00000128708,11.86408863,11.64881926,11.85331975,11.28533155,11.6792989,10.98163991
ENSG00000172878,7.500925756,7.977133164,7.669937302,6.934799929,7.825100779,7.736222011
ENSG00000091409,6.744146361,8.78482247,8.091238105,8.343377979,7.837332987,7.588338363
ENSG00000232788,6.253970968,6.524755774,6.039207632,6.338722966,6.553389672,6.432068258
ENSG00000225205,6.456536923,7.646618848,6.610175878,7.205357517,7.432390579,6.927788386
ENSG00000152256,8.832482616,10.44090012,9.092473697,9.167645134,10.18527656,9.127345941
ENSG00000091436,10.64529327,10.81101298,11.24179753,10.58735752,10.50156448,10.01533406
ENSG00000238133,6.116049387,6.248855168,6.261649895,5.965133095,6.113084811,5.951075045
ENSG00000144354,7.643327994,8.113031832,7.996322445,10.03363531,9.929457875,9.118122327
ENSG00000172845,12.43497046,12.58726731,12.41428786,12.73029679,12.5582938,12.63956187
ENSG00000271151,5.90063054,5.967778528,5.889425093,6.028044969,6.068066365,6.061164679
ENSG00000138430,12.5807644,11.79008928,12.22870203,11.76457386,11.3496123,11.12214647
ENSG00000237804,5.990074363,6.084680694,6.039207632,5.88294886,5.684002536,5.684002536
ENSG00000138433,10.82150316,11.10584871,10.95721447,11.16677206,11.01261972,11.31415702
ENSG00000144306,9.186249021,9.397916294,9.064356365,9.408523215,9.633021193,9.281819613
ENSG00000163328,7.428393162,7.053203711,7.621627106,11.37957605,8.951688017,11.02267653
ENSG00000226853,6.116049387,6.173951857,6.141806269,6.243638289,6.258007383,6.105385029
ENSG00000279884,5.684002536,5.967778528,5.684002536,6.243638289,5.684002536,6.061164679
ENSG00000236449,6.058513389,6.131617921,6.09381558,6.338722966,5.684002536,6.359686744
ENSG00000206965,5.990074363,6.031277264,5.97426954,6.080957172,5.876459265,5.951075045
ENSG00000115935,14.95635922,15.18867542,14.50598453,15.54164606,15.56856411,14.9450458
ENSG00000237798,5.90063054,6.131617921,6.039207632,6.080957172,6.190960507,5.951075045
ENSG00000235655,9.413474812,9.063127112,11.02170769,9.304463615,9.175847722,10.69508862
ENSG00000128656,6.564302067,7.027394568,6.800631988,6.86209826,7.071222756,6.875480175
ENSG00000115966,11.84006436,11.68643855,11.89069914,12.03283829,11.59632459,11.73052912
ENSG00000277948,5.90063054,6.084680694,6.09381558,5.88294886,6.113084811,6.145279158
ENSG00000229750,6.058513389,6.031277264,6.224787199,5.88294886,6.068066365,6.145279158
ENSG00000154518,13.67075189,13.42471154,13.26898318,12.80819826,13.02116469,12.30041881
ENSG00000144320,9.791246262,11.41149616,9.961508071,11.38539874,11.49368299,11.75175579
ENSG00000224189,6.058513389,6.131617921,6.495641101,5.88294886,5.684002536,5.684002536
ENSG00000218175,7.754941906,7.272094141,7.482861729,7.386453441,7.17019656,7.436794629
ENSG00000128654,9.721262391,9.839371691,9.796328382,8.868201613,9.59576025,9.156915163
ENSG00000163364,5.684002536,5.884823932,6.141806269,5.684002536,5.876459265,6.061164679
ENSG00000229337,5.90063054,5.967778528,6.09381558,5.88294886,5.876459265,5.872985945
ENSG00000170144,14.80702024,14.74694997,14.62056371,14.37771431,14.59134228,13.58473411
ENSG00000116044,12.87892921,12.88145463,12.64792679,12.13814465,11.94979827,12.28441043
ENSG00000225808,6.058513389,6.314537953,6.29618768,5.965133095,6.016855862,6.181888762
ENSG00000222043,6.927905736,6.54713893,6.495641101,6.367314084,6.39735457,6.47636798
ENSG00000213963,7.316542334,7.631144985,7.797644883,7.559886263,7.787698062,7.983944723
ENSG00000271825,5.990074363,6.031277264,5.97426954,5.965133095,6.068066365,6.061164679
ENSG00000271996,5.90063054,6.031277264,5.684002536,5.88294886,6.016855862,6.061164679
ENSG00000280374,6.363389184,6.706789986,6.261649895,5.965133095,6.371894938,6.247764386
ENSG00000018510,12.77972577,12.51753483,12.50700771,12.53774545,12.4875454,12.25992978
ENSG00000196659,7.351217946,7.591607217,7.693419226,7.860805077,8.44729928,7.930367795
ENSG00000197557,7.69605759,7.818998532,7.527918075,7.683026775,7.975855984,7.644132252
ENSG00000155636,9.114920926,9.293295688,9.270182441,9.281793582,9.472167853,9.239977254
ENSG00000079156,6.512361826,7.138949722,7.042724196,6.338722966,6.648035044,6.576674769
ENSG00000223960,7.490824293,8.57459077,7.637936577,8.646573254,9.562780044,8.901027768
ENSG00000180228,10.60494018,10.57070992,10.47661183,10.27780685,10.24978403,9.911681768
ENSG00000204311,6.058513389,6.084680694,6.141806269,6.127464679,6.190960507,6.359686744
ENSG00000238082,6.116049387,6.031277264,6.29618768,5.965133095,5.876459265,6.105385029
ENSG00000079150,6.992773616,6.887727591,6.729296722,6.815726725,6.882481134,6.576674769
ENSG00000116095,11.60367694,11.0687801,11.41569199,10.80689198,10.6206607,10.75684645
ENSG00000237298,8.69984349,8.674735249,8.725801589,10.01185462,8.791822494,10.08285559
ENSG00000155657,5.684002536,6.173951857,7.193423498,6.028044969,6.068066365,7.544797415
ENSG00000270956,6.821947294,6.987454028,6.850765612,7.458815193,6.923122811,7.573993159
ENSG00000270277,6.363389184,6.401249615,6.566358688,7.066279886,6.648035044,7.205978463
ENSG00000279598,6.166599461,5.684002536,5.889425093,6.080957172,6.016855862,6.408808821
ENSG00000271011,6.058513389,6.031277264,6.09381558,6.367314084,6.016855862,6.306399962
ENSG00000270574,6.803098542,6.344798264,6.610175878,7.527109035,6.825527417,7.616544762
ENSG00000271141,5.90063054,6.031277264,6.039207632,6.394675016,6.225570687,6.408808821
ENSG00000163492,5.90063054,6.212790155,9.225262314,6.517105505,6.553389672,9.637591361
ENSG00000187231,6.456536923,8.255980109,8.297951694,6.697601493,7.997594019,8.653963156
ENSG00000163510,10.9051953,11.16850939,11.02315687,10.56885496,10.68797968,10.54859789
ENSG00000226564,6.911019108,7.218506969,6.83434583,6.891822899,6.923122811,6.595266154
ENSG00000170035,11.69849765,11.58087981,11.96380316,11.62480958,11.60186546,11.40347115
ENSG00000234663,8.014982522,8.035445283,7.880755646,8.919285844,8.351116421,8.345505175
ENSG00000115232,12.9864805,13.81303923,13.1258367,14.67242064,14.21728907,14.15764794
ENSG00000188452,10.24872951,11.12338603,10.47237148,11.95845939,11.70961813,11.59037972
ENSG00000260742,6.363389184,6.344798264,6.417368493,6.815726725,6.949328667,6.682395028
ENSG00000138434,11.87171051,11.77784066,12.96690537,11.89012097,11.98185744,12.48205279
ENSG00000150722,5.684002536,5.684002536,6.359695104,5.965133095,5.876459265,6.746248139
ENSG00000077232,11.96100395,11.97597765,12.26312784,11.27567315,11.59717842,11.6649074
ENSG00000162998,5.684002536,6.282649104,5.684002536,5.965133095,7.201314945,5.951075045
ENSG00000061676,9.93380276,9.586620371,10.72756449,8.27007144,8.477925636,8.917119223
ENSG00000162999,6.058513389,6.401249615,6.710547971,6.338722966,6.825527417,7.404089643
ENSG00000163002,10.7715381,10.17263907,10.51731331,8.624901777,9.004658502,8.262675848
ENSG00000272800,6.058513389,6.212790155,6.261649895,6.243638289,5.876459265,5.951075045
ENSG00000177855,6.212174677,6.373645091,6.389167843,6.420943357,6.39735457,6.333626357
ENSG00000170396,5.90063054,6.45326313,5.889425093,5.684002536,7.299292393,5.684002536
ENSG00000227692,5.684002536,5.884823932,6.039207632,6.169412848,6.068066365,6.010865934
ENSG00000065548,13.3315089,12.84826266,13.15436977,11.78072753,11.88520798,11.63074059
ENSG00000138448,13.48946285,11.94235127,14.17568445,10.84351588,10.97762619,11.19466542
ENSG00000227227,6.116049387,5.967778528,6.141806269,5.88294886,5.684002536,5.684002536
ENSG00000144369,7.661149063,7.040377631,7.588359386,9.237699385,7.931280687,9.360035867
ENSG00000064989,5.684002536,6.131617921,5.97426954,5.684002536,6.153695847,5.684002536
ENSG00000003436,5.990074363,7.721278375,6.29618768,5.965133095,7.047947179,5.872985945
ENSG00000204262,6.564302067,6.373645091,6.76565878,6.308732116,6.317676649,6.576674769
ENSG00000115368,12.36934971,11.63892048,12.13836026,10.23969006,10.34753248,10.20474157
ENSG00000138449,5.684002536,6.650444886,6.039207632,6.028044969,7.604439691,6.714897443
ENSG00000138381,11.83640304,11.25118653,11.94367417,11.31114612,10.94310592,10.95811274
ENSG00000151687,6.876360283,7.150668138,6.882792392,7.551772839,7.473662719,7.684417105
ENSG00000128694,7.569409309,7.959128824,7.613392467,8.14700109,8.238698716,8.472116474
ENSG00000253559,6.456536923,6.45326313,6.039207632,6.243638289,6.421868569,6.384711672
ENSG00000273240,5.990074363,6.131617921,5.97426954,6.127464679,5.876459265,6.061164679
ENSG00000128699,11.57375077,11.20983281,11.40239322,10.72822762,10.8407927,10.73156016
ENSG00000064933,9.464443323,9.573395466,9.401504423,9.414781475,9.460897691,9.222889428
ENSG00000187699,6.456536923,6.401249615,6.817639033,6.446232613,6.113084811,6.47636798
ENSG00000204253,7.865220157,7.684495878,7.588359386,7.138009865,7.191037623,7.124496784
ENSG00000198130,11.06866664,10.37946161,11.28772913,8.954262685,9.286603903,9.365878311
ENSG00000151689,11.77365235,11.64926759,11.90451948,9.007929812,10.22122432,9.322466796
ENSG00000151690,13.97579678,13.40719468,13.75826169,12.56667743,12.77710197,12.3466708
ENSG00000272979,6.166599461,6.131617921,6.09381558,6.243638289,6.371894938,6.145279158
ENSG00000189362,10.7915434,10.47876588,10.86969732,9.998071945,10.24978403,9.835374714
ENSG00000233654,7.166409408,6.841722834,6.747660324,6.394675016,6.592587141,6.497529838
ENSG00000138386,10.9431587,11.45983932,10.81719184,10.03228366,10.8153226,10.30200464
ENSG00000228509,5.990074363,6.212790155,6.1850857,5.684002536,6.016855862,5.951075045
ENSG00000235852,8.131171745,7.784940667,7.839862153,6.815726725,6.962182103,6.861957446
ENSG00000115419,14.52420484,14.18866923,14.2362565,12.35349488,12.21021901,12.23211493
ENSG00000115415,15.49691413,15.32883981,15.32280731,13.83092147,14.1287801,13.20989527
ENSG00000229023,6.292768387,6.084680694,5.97426954,5.88294886,6.016855862,5.872985945
ENSG00000231858,7.111567143,7.482518557,7.501083055,6.948726543,7.221593391,7.165981999
ENSG00000138378,13.16308801,13.35882213,13.36348456,12.61702135,12.57745375,11.95967126
ENSG00000128641,9.234689653,10.42421196,8.577360294,8.561603405,9.521810928,7.552160915
ENSG00000173559,11.90879144,11.53697469,12.62330798,11.06949962,11.21311683,11.35659123
ENSG00000224099,5.684002536,6.084680694,5.889425093,6.028044969,5.876459265,5.872985945
ENSG00000223466,6.166599461,5.967778528,5.889425093,6.602302164,6.371894938,6.408808821
ENSG00000196950,11.05454868,10.76621927,11.22866999,10.6110607,10.62904086,10.6425845
ENSG00000118997,5.990074363,6.282649104,6.1850857,6.127464679,6.153695847,6.247764386
ENSG00000081320,14.44085291,13.77380444,14.37422662,14.68443495,13.90000127,14.09617176
ENSG00000272211,6.564302067,6.987454028,7.193423498,7.309418229,6.949328667,7.244608043
ENSG00000138411,6.764220249,6.841722834,6.882792392,6.243638289,6.371894938,6.408808821
ENSG00000229056,10.00582701,8.764828985,11.76819813,9.519112273,9.012435601,9.779726458
ENSG00000144395,6.723616076,7.027394568,6.359695104,6.86209826,7.231598388,6.277846683
ENSG00000119041,11.21052573,11.13751957,11.02677346,10.75383798,10.86013788,10.68039285
ENSG00000187944,6.212174677,5.684002536,6.958600472,6.028044969,5.684002536,6.010865934
ENSG00000280176,5.684002536,5.884823932,6.519953428,5.684002536,5.876459265,6.061164679
ENSG00000197121,10.56231434,10.07838829,12.37228535,9.184873733,8.806857914,10.79252479
ENSG00000065413,10.05085561,10.07304072,9.826601277,10.97364301,10.73065267,10.93810063
ENSG00000224442,6.166599461,6.248855168,6.141806269,6.127464679,5.876459265,6.247764386
ENSG00000231621,9.058967419,6.759740468,9.515554981,8.442338492,6.810744174,8.800415722
ENSG00000236977,6.613014956,6.401249615,6.495641101,6.446232613,6.153695847,6.277846683
ENSG00000230482,6.116049387,6.031277264,6.141806269,6.207898878,6.068066365,6.145279158
ENSG00000225979,5.90063054,5.967778528,5.97426954,6.169412848,5.876459265,6.181888762
ENSG00000213104,6.058513389,6.173951857,5.97426954,5.88294886,6.068066365,5.872985945
ENSG00000115524,14.1866256,14.28043003,14.07052257,14.32953622,14.22469589,14.22408974
ENSG00000115520,12.1674283,11.48517541,11.8476079,10.92284808,10.73531699,10.77734217
ENSG00000144381,15.03222051,14.39370317,14.67587878,12.6855336,12.84497429,12.42455391
ENSG00000115541,12.84152432,12.06804181,12.32139042,10.85042397,10.79907919,10.50623471
ENSG00000270757,6.292768387,6.212790155,6.039207632,5.965133095,5.876459265,5.951075045
ENSG00000115540,10.58433138,10.27045669,10.20349554,10.02686427,9.976263756,9.724856032
ENSG00000162944,6.564302067,6.45326313,6.1850857,6.127464679,6.445528701,6.333626357
ENSG00000247626,11.52396917,10.4377858,10.99832032,9.549738734,9.466543894,9.670942158
ENSG00000115896,6.803098542,7.282518329,8.388333415,8.827847415,7.440758135,9.795642122
ENSG00000119042,6.512361826,7.127105567,7.228105426,6.494239099,7.105218736,7.165981999
ENSG00000226124,6.911019108,6.902594549,7.042724196,6.517105505,6.716722661,7.309232511
ENSG00000178074,11.02267122,10.73359051,10.5954178,10.63882139,10.45988344,10.26927502
ENSG00000162971,9.748886049,9.629232098,10.09727166,8.91633159,8.973115094,9.092443606
ENSG00000162972,10.16494274,9.796168313,9.819929007,9.244753146,9.262966915,8.994934354
ENSG00000196141,12.41884301,13.14933255,12.58630861,11.97820496,12.47784457,12.12632223
ENSG00000155729,10.19532811,10.1663771,10.27344065,10.57535795,10.59436781,10.58892159
ENSG00000163535,9.459666854,10.80135793,9.061513692,10.30378787,11.14174469,8.972036656
ENSG00000230408,8.589191019,8.667558637,7.900733587,6.127464679,6.371894938,6.247764386
ENSG00000082153,15.77243389,15.83766971,15.31514247,13.12363814,14.06865876,12.86182537
ENSG00000013441,10.75707653,11.84081934,11.36288935,11.18752469,11.65326297,12.15623211
ENSG00000252759,5.990074363,5.884823932,6.141806269,5.965133095,6.016855862,6.432068258
ENSG00000240344,10.23207926,10.74622767,8.876320476,10.34896868,10.54384633,9.246332613
ENSG00000201499,5.990074363,6.084680694,5.97426954,6.169412848,6.225570687,6.105385029
ENSG00000196290,8.790926161,9.458837432,8.930419351,9.96160504,10.20672881,10.09107685
ENSG00000115942,10.81407144,10.93612779,11.04043433,10.33807915,10.77964322,10.34680559
ENSG00000183308,6.484984805,6.45326313,6.747660324,6.539296354,6.512108865,6.359686744
ENSG00000155744,11.30894429,11.53649003,11.27805245,11.28079448,11.13705426,11.09791523
ENSG00000225695,6.292768387,6.173951857,6.261649895,6.27712853,6.113084811,6.010865934
ENSG00000119013,11.1913,11.02313963,10.64428639,11.11481952,11.0430273,10.41008794
ENSG00000003402,15.15953611,15.1015303,15.79563754,12.94973787,13.54259275,13.12598224
ENSG00000232133,6.564302067,6.650444886,7.416850729,6.028044969,6.113084811,6.010865934
ENSG00000226312,7.384905479,7.482518557,7.685639957,6.539296354,6.764940439,6.595266154
ENSG00000238829,6.538771651,6.314537953,6.359695104,5.965133095,6.016855862,6.010865934
ENSG00000235579,5.684002536,6.131617921,6.389167843,5.88294886,5.684002536,5.872985945
ENSG00000003400,10.54557769,10.78675291,10.29521905,10.31160285,10.68878152,9.461703627
ENSG00000064012,11.1379975,11.30795364,11.08274283,12.38711578,11.69134328,12.61295072
ENSG00000155749,6.166599461,6.477882595,6.444439246,6.815726725,6.445528701,6.776548116
ENSG00000115993,11.9702214,12.25401216,11.75474541,12.89533344,12.82470892,11.9724163
ENSG00000082146,9.171681683,9.652767125,8.820060485,9.818308144,10.44856152,9.054242006
ENSG00000213090,6.456536923,6.344798264,6.328775079,6.308732116,6.345379965,5.684002536
ENSG00000155755,8.358402111,9.190338441,8.158264853,8.63577959,9.488908019,7.96809791
ENSG00000003393,10.39174287,10.24216119,10.38482934,9.847828401,10.14021344,10.36240436
ENSG00000230799,5.684002536,6.031277264,6.261649895,5.965133095,6.016855862,6.105385029
ENSG00000155760,8.728196162,8.764828985,8.830153605,7.319327628,7.116318349,7.0014953
ENSG00000223825,6.589028203,6.477882595,6.417368493,6.517105505,6.533028503,6.408808821
ENSG00000116030,12.61348486,12.15741934,12.31282927,12.3276173,12.1001015,12.02168616
ENSG00000055044,13.89110166,13.47867158,13.74219224,11.34685266,11.65899863,11.25068631
ENSG00000212534,6.166599461,6.084680694,6.039207632,5.684002536,5.955976396,5.684002536
ENSG00000238317,6.253970968,6.031277264,6.039207632,5.88294886,5.684002536,5.684002536
ENSG00000273456,6.512361826,6.42775076,6.86691066,6.679377489,6.648035044,7.092321825
ENSG00000204217,9.300383612,9.888944836,10.43254424,11.29436306,10.29685968,12.60622052
ENSG00000236047,5.90063054,5.684002536,5.684002536,5.965133095,5.684002536,6.215893106
ENSG00000138439,8.488162831,8.029727537,8.632480642,10.29029114,8.865441431,10.6062141
ENSG00000163596,7.842363428,8.801268926,7.84676719,8.43400985,8.951688017,8.099557375
ENSG00000233579,6.058513389,5.884823932,5.97426954,5.965133095,6.068066365,5.872985945
ENSG00000138442,12.57143505,11.71798156,12.4045961,9.660830193,9.54155145,9.565085737
ENSG00000138380,8.342611388,8.483200509,8.515773935,9.078217512,9.256451724,9.470760929
ENSG00000232479,6.212174677,6.282649104,6.09381558,6.169412848,6.113084811,6.105385029
ENSG00000144426,8.562358462,8.51165762,9.141720836,9.277215921,8.764346246,9.664649261
ENSG00000119004,10.73166057,10.82299148,10.92501533,10.55669949,10.24978403,10.97468539
ENSG00000138443,11.4835706,11.66841526,11.46343076,10.80768099,11.30064976,10.94910942
ENSG00000256458,5.990074363,5.967778528,5.684002536,5.684002536,6.113084811,5.951075045
ENSG00000173166,7.973894427,7.218506969,8.468806903,6.560863378,6.512108865,6.805884279
ENSG00000178562,9.049423147,10.63101884,11.82743633,9.568552243,10.74845109,10.84409107
ENSG00000163599,11.05218217,11.76010086,12.3092718,7.754330885,8.975770768,9.113487927
ENSG00000163600,12.36300215,11.40354478,12.30362114,11.19899291,10.87430198,11.354645
ENSG00000116117,6.538771651,5.884823932,5.684002536,7.309418229,6.016855862,6.181888762
ENSG00000118257,11.36085061,11.85953758,9.673967905,9.662581373,10.41599029,7.081381683
ENSG00000114933,10.98924806,11.16412286,11.33165767,11.2275652,10.81311835,11.30208852
ENSG00000227946,7.616115848,7.261575036,7.001510832,7.947346005,7.481751774,7.664434585
ENSG00000023228,12.28691835,12.10739948,12.22083377,12.03519661,11.97267618,12.02933008
ENSG00000114942,14.88423076,13.99649485,14.65885958,14.03615471,13.28519039,13.98360281
ENSG00000281780,6.292768387,6.282649104,6.328775079,5.684002536,5.876459265,6.061164679
ENSG00000204186,9.75083893,9.802651569,9.619246805,10.50507896,9.299333232,10.30503519
ENSG00000234491,6.212174677,5.684002536,5.889425093,5.684002536,5.876459265,5.951075045
ENSG00000114948,6.253970968,6.902594549,6.1850857,6.715453324,8.215976368,6.595266154
ENSG00000138400,6.058513389,5.967778528,6.495641101,5.684002536,6.113084811,6.432068258
ENSG00000118246,11.93598956,11.22675733,11.95737725,9.553521299,9.918541555,9.906363879
ENSG00000118263,8.161741869,9.384980401,9.358291758,9.218716459,9.845485456,10.35267497
ENSG00000237892,6.166599461,6.131617921,6.141806269,5.88294886,6.068066365,5.951075045
ENSG00000277590,5.990074363,5.884823932,6.141806269,5.684002536,6.068066365,6.061164679
ENSG00000234902,5.90063054,5.884823932,5.684002536,5.965133095,6.016855862,6.105385029
ENSG00000223725,6.363389184,6.42775076,6.850765612,6.243638289,6.068066365,6.333626357
ENSG00000118260,12.57088438,12.4586527,12.63424892,12.37013644,12.2082647,12.19833873
ENSG00000144401,10.61031487,9.668836774,10.49658459,9.587121367,9.666072711,9.254762487
ENSG00000224137,5.684002536,6.314537953,5.684002536,5.684002536,6.421868569,5.872985945
ENSG00000163249,10.61887285,9.961681069,10.50802232,9.729258333,9.633021193,9.430471652
ENSG00000163251,7.746693473,8.165833341,7.621627106,6.581851957,7.241516373,6.408808821
ENSG00000178385,9.450065696,10.3880935,9.471448846,9.830811897,9.844043403,10.5494496
ENSG00000225111,5.684002536,6.084680694,6.039207632,5.965133095,5.955976396,5.872985945
ENSG00000224839,6.116049387,5.967778528,5.889425093,5.965133095,5.876459265,5.872985945
ENSG00000138413,9.986088119,10.79893402,9.399262431,10.79739003,11.53214211,10.70429347
ENSG00000231908,6.329109341,6.248855168,6.09381558,6.750116171,6.512108865,6.408808821
ENSG00000115020,12.58458843,12.58281577,12.36230624,12.47063213,12.39092012,12.55482336
ENSG00000144407,5.90063054,6.401249615,5.684002536,5.965133095,6.317676649,5.951075045
ENSG00000197713,11.21123289,10.97099157,10.70696666,10.38961291,10.69996069,9.968913416
ENSG00000144445,8.067868663,8.211654393,7.887448786,8.550127945,8.37171629,8.192590254
ENSG00000272807,5.90063054,6.282649104,6.29618768,6.080957172,6.258007383,6.277846683
ENSG00000229127,6.292768387,6.282649104,6.389167843,6.27712853,6.258007383,6.215893106
ENSG00000234281,5.90063054,5.967778528,6.1850857,5.88294886,6.113084811,6.277846683
ENSG00000115365,10.31214729,10.3543524,10.51422297,11.39644991,11.16612211,11.65703357
ENSG00000030419,8.77937594,9.519237181,10.32845423,8.792773154,10.70947424,10.06269152
ENSG00000270659,5.684002536,5.967778528,5.97426954,5.88294886,6.153695847,5.951075045
ENSG00000144451,7.95991101,8.080328267,8.553052363,8.667913433,8.800863043,8.911775782
ENSG00000138376,8.990764912,9.895022701,8.681784107,10.29254941,10.81091072,9.923575426
ENSG00000229267,6.166599461,6.401249615,5.889425093,6.27712853,6.445528701,6.145279158
ENSG00000230076,6.42689428,6.131617921,6.29618768,6.560863378,6.345379965,6.277846683
ENSG00000144452,5.684002536,6.131617921,5.684002536,5.88294886,6.016855862,5.872985945
ENSG00000138363,13.02879616,12.82047153,13.08134201,11.52429033,11.59076235,11.57583604
ENSG00000115414,11.0040172,14.42433899,10.41828497,10.69619992,14.57426621,10.07221577
ENSG00000226276,5.990074363,6.031277264,6.09381558,6.028044969,5.876459265,5.684002536
ENSG00000118242,11.80443225,12.18055347,12.74394196,10.65995182,11.38465476,10.19278964
ENSG00000115425,7.973894427,8.279996382,7.510093222,10.61647568,10.06305635,10.00666615
ENSG00000163449,6.292768387,6.501690324,6.444439246,8.089090142,7.2898612,8.581342886
ENSG00000079246,14.76659763,14.66913607,14.58288171,14.06463039,14.40782512,13.94128735
ENSG00000236478,5.90063054,6.031277264,5.97426954,5.684002536,5.955976396,5.951075045
ENSG00000279348,7.292841883,7.508561807,7.839862153,7.49343782,7.716181466,8.34148055
ENSG00000260804,8.001427004,8.118405962,8.278139732,8.298023647,8.818771475,9.017467078
ENSG00000144583,5.684002536,5.684002536,5.684002536,6.169412848,6.016855862,6.061164679
ENSG00000138375,10.9474101,10.80619355,10.65554776,11.19779001,11.09232274,10.97468539
ENSG00000232485,6.058513389,6.173951857,6.224787199,6.581851957,6.288621095,6.384711672
ENSG00000241520,5.684002536,5.967778528,5.97426954,6.169412848,5.684002536,5.872985945
ENSG00000197756,15.91119552,14.81908861,15.48520556,15.42678052,14.62091805,15.30035406
ENSG00000115457,5.684002536,6.373645091,5.97426954,6.028044969,6.190960507,6.145279158
ENSG00000231672,5.90063054,5.967778528,6.09381558,6.27712853,6.016855862,7.186158302
ENSG00000079308,6.395906702,9.748266372,7.056112649,6.169412848,9.343010526,5.872985945
ENSG00000188282,5.684002536,6.344798264,5.684002536,5.684002536,6.665727502,5.684002536
ENSG00000229754,5.684002536,6.173951857,5.684002536,5.684002536,6.592587141,5.684002536
ENSG00000180871,5.684002536,6.45326313,5.889425093,6.127464679,8.287392671,6.181888762
ENSG00000163464,5.90063054,5.967778528,5.684002536,6.367314084,7.071222756,6.181888762
ENSG00000163466,15.60298943,15.21669282,15.16521663,15.50917874,15.60440156,14.80255239
ENSG00000261338,7.730036141,7.534064885,8.079735169,8.274770044,8.261048049,8.404501403
ENSG00000179921,6.253970968,6.45326313,6.417368493,6.243638289,6.923122811,6.306399962
ENSG00000127837,13.30493463,12.57693747,13.05077935,12.17221718,12.26469754,12.18881436
ENSG00000127838,9.481036222,10.45123277,9.749685065,10.97925573,11.05177664,10.80398602
ENSG00000135926,14.32701535,13.91235688,14.25586925,13.68688478,13.33848686,13.27601997
ENSG00000230580,6.116049387,5.967778528,5.684002536,5.965133095,5.955976396,5.951075045
ENSG00000158428,5.90063054,6.084680694,6.039207632,6.169412848,6.190960507,6.277846683
ENSG00000225062,5.90063054,5.684002536,5.97426954,6.127464679,5.955976396,6.47636798
ENSG00000018280,6.803098542,6.809784147,6.83434583,7.367659614,8.431727738,7.420553153
ENSG00000144579,13.14599936,12.91929929,13.09981976,14.01668334,14.00206056,13.67002951
ENSG00000273361,6.329109341,6.373645091,6.470497404,6.84688864,6.868553314,6.861957446
ENSG00000199121,5.684002536,5.967778528,5.889425093,5.965133095,5.955976396,6.010865934
ENSG00000135913,10.3741508,10.43258023,10.63293624,9.981356122,10.1141555,9.941882885
ENSG00000144580,13.54532816,13.35360568,13.31980933,12.24212735,12.39387084,11.80794562
ENSG00000115556,8.137341386,8.144959883,8.283119716,8.255877763,8.321747139,8.228084387
ENSG00000273466,6.613014956,6.706789986,6.729296722,6.83143489,6.840084331,6.714897443
ENSG00000115568,11.55047235,11.48517541,11.64846592,11.45953033,11.47289921,11.61984464
ENSG00000074582,9.926915338,10.04189969,9.938604315,9.099160967,9.466543894,9.375562813
ENSG00000163481,10.64319739,10.5352169,10.44124944,10.20773386,10.23447627,10.06746154
ENSG00000163482,8.238138235,8.678309783,8.511569387,9.096559898,9.221190791,9.544656242
